Source Plate Barcode,Source Well,Destination Plate Barcode,Destination Well,Transfer Volume,Offset
source_A_L1,B23,dest_EY_A_P1,D12,500,
source_A_L1,C5,dest_EY_A_P1,D12,500,
source_A_L1,A1,dest_EY_A_P1,E1,500,
source_A_L1,A15,dest_EY_A_P1,E1,500,
source_A_L1,A5,dest_EY_A_P1,E1,500,
source_A_L1,A7,dest_EY_A_P1,E1,500,
source_A_L1,A21,dest_EY_A_P1,E1,500,
source_A_L1,A11,dest_EY_A_P1,E1,500,
source_A_L1,B17,dest_EY_A_P1,E1,500,
source_A_L1,B23,dest_EY_A_P1,E1,500,
source_A_L1,C5,dest_EY_A_P1,E1,500,
source_A_L1,A13,dest_EY_A_P1,E2,500,
source_A_L1,A15,dest_EY_A_P1,E2,500,
source_A_L1,A17,dest_EY_A_P1,E2,500,
source_A_L1,A19,dest_EY_A_P1,E2,500,
source_A_L1,B9,dest_EY_A_P1,E2,500,
source_A_L1,A23,dest_EY_A_P1,E2,500,
source_A_L1,B17,dest_EY_A_P1,E2,500,
source_A_L1,B23,dest_EY_A_P1,E2,500,
source_A_L1,C5,dest_EY_A_P1,E2,500,
source_A_L1,A1,dest_EY_A_P1,E3,500,
source_A_L1,B3,dest_EY_A_P1,E3,500,
source_A_L1,B5,dest_EY_A_P1,E3,500,
source_A_L1,A7,dest_EY_A_P1,E3,500,
source_A_L1,A21,dest_EY_A_P1,E3,500,
source_A_L1,B11,dest_EY_A_P1,E3,500,
source_A_L1,B17,dest_EY_A_P1,E3,500,
source_A_L1,B23,dest_EY_A_P1,E3,500,
source_A_L1,C5,dest_EY_A_P1,E3,500,
source_A_L1,A1,dest_EY_A_P1,E4,500,
source_A_L1,A3,dest_EY_A_P1,E4,500,
source_A_L1,B5,dest_EY_A_P1,E4,500,
source_A_L1,B7,dest_EY_A_P1,E4,500,
source_A_L1,A21,dest_EY_A_P1,E4,500,
source_A_L1,A11,dest_EY_A_P1,E4,500,
source_A_L1,B17,dest_EY_A_P1,E4,500,
source_A_L1,B23,dest_EY_A_P1,E4,500,
source_A_L1,C5,dest_EY_A_P1,E4,500,
source_A_L1,A1,dest_EY_A_P1,E5,500,
source_A_L1,A3,dest_EY_A_P1,E5,500,
source_A_L1,A5,dest_EY_A_P1,E5,500,
source_A_L1,B7,dest_EY_A_P1,E5,500,
source_A_L1,B9,dest_EY_A_P1,E5,500,
source_A_L1,A11,dest_EY_A_P1,E5,500,
source_A_L1,B17,dest_EY_A_P1,E5,500,
source_A_L1,B23,dest_EY_A_P1,E5,500,
source_A_L1,C5,dest_EY_A_P1,E5,500,
source_A_L1,A1,dest_EY_A_P1,E6,500,
source_A_L1,A3,dest_EY_A_P1,E6,500,
source_A_L1,A17,dest_EY_A_P1,E6,500,
source_A_L1,A7,dest_EY_A_P1,E6,500,
source_A_L1,A9,dest_EY_A_P1,E6,500,
source_A_L1,A11,dest_EY_A_P1,E6,500,
source_A_L1,B17,dest_EY_A_P1,E6,500,
source_A_L1,B23,dest_EY_A_P1,E6,500,
source_A_L1,C5,dest_EY_A_P1,E6,500,
source_A_L1,A13,dest_EY_A_P1,E7,500,
source_A_L1,A15,dest_EY_A_P1,E7,500,
source_A_L1,A17,dest_EY_A_P1,E7,500,
source_A_L1,A19,dest_EY_A_P1,E7,500,
source_A_L1,A9,dest_EY_A_P1,E7,500,
source_A_L1,A11,dest_EY_A_P1,E7,500,
source_A_L1,B17,dest_EY_A_P1,E7,500,
source_A_L1,B23,dest_EY_A_P1,E7,500,
source_A_L1,C5,dest_EY_A_P1,E7,500,
source_A_L1,A13,dest_EY_A_P1,E8,500,
source_A_L1,B3,dest_EY_A_P1,E8,500,
source_A_L1,A5,dest_EY_A_P1,E8,500,
source_A_L1,B7,dest_EY_A_P1,E8,500,
source_A_L1,A21,dest_EY_A_P1,E8,500,
source_A_L1,B11,dest_EY_A_P1,E8,500,
source_A_L1,B17,dest_EY_A_P1,E8,500,
source_A_L1,B23,dest_EY_A_P1,E8,500,
source_A_L1,C5,dest_EY_A_P1,E8,500,
source_A_L1,B1,dest_EY_A_P1,E9,500,
source_A_L1,A3,dest_EY_A_P1,E9,500,
source_A_L1,A5,dest_EY_A_P1,E9,500,
source_A_L1,B7,dest_EY_A_P1,E9,500,
source_A_L1,A21,dest_EY_A_P1,E9,500,
source_A_L1,B11,dest_EY_A_P1,E9,500,
source_A_L1,B17,dest_EY_A_P1,E9,500,
source_A_L1,B23,dest_EY_A_P1,E9,500,
source_A_L1,C5,dest_EY_A_P1,E9,500,
source_A_L1,B1,dest_EY_A_P1,E10,500,
source_A_L1,B3,dest_EY_A_P1,E10,500,
source_A_L1,B5,dest_EY_A_P1,E10,500,
source_A_L1,A19,dest_EY_A_P1,E10,500,
source_A_L1,B9,dest_EY_A_P1,E10,500,
source_A_L1,A23,dest_EY_A_P1,E10,500,
source_A_L1,B17,dest_EY_A_P1,E10,500,
source_A_L1,B23,dest_EY_A_P1,E10,500,
source_A_L1,C5,dest_EY_A_P1,E10,500,
source_A_L1,B1,dest_EY_A_P1,E11,500,
source_A_L1,A15,dest_EY_A_P1,E11,500,
source_A_L1,B5,dest_EY_A_P1,E11,500,
source_A_L1,B7,dest_EY_A_P1,E11,500,
source_A_L1,B9,dest_EY_A_P1,E11,500,
source_A_L1,A23,dest_EY_A_P1,E11,500,
source_A_L1,B17,dest_EY_A_P1,E11,500,
source_A_L1,B23,dest_EY_A_P1,E11,500,
source_A_L1,C5,dest_EY_A_P1,E11,500,
source_A_L1,A1,dest_EY_A_P1,E12,500,
source_A_L1,A15,dest_EY_A_P1,E12,500,
source_A_L1,A17,dest_EY_A_P1,E12,500,
source_A_L1,A7,dest_EY_A_P1,E12,500,
source_A_L1,B9,dest_EY_A_P1,E12,500,
source_A_L1,B11,dest_EY_A_P1,E12,500,
source_A_L1,B17,dest_EY_A_P1,E12,500,
source_A_L1,B23,dest_EY_A_P1,E12,500,
source_A_L1,C5,dest_EY_A_P1,E12,500,
source_A_L1,A1,dest_EY_A_P1,F1,500,
source_A_L1,B3,dest_EY_A_P1,F1,500,
source_A_L1,B5,dest_EY_A_P1,F1,500,
source_A_L1,B7,dest_EY_A_P1,F1,500,
source_A_L1,B9,dest_EY_A_P1,F1,500,
source_A_L1,A23,dest_EY_A_P1,F1,500,
source_A_L1,B17,dest_EY_A_P1,F1,500,
source_A_L1,B23,dest_EY_A_P1,F1,500,
source_A_L1,C5,dest_EY_A_P1,F1,500,
source_A_L1,A13,dest_EY_A_P1,F2,500,
source_A_L1,A15,dest_EY_A_P1,F2,500,
source_A_L1,A17,dest_EY_A_P1,F2,500,
source_A_L1,A19,dest_EY_A_P1,F2,500,
source_A_L1,A9,dest_EY_A_P1,F2,500,
source_A_L1,A23,dest_EY_A_P1,F2,500,
source_A_L1,B17,dest_EY_A_P1,F2,500,
source_A_L1,B23,dest_EY_A_P1,F2,500,
source_A_L1,C5,dest_EY_A_P1,F2,500,
source_A_L1,B1,dest_EY_A_P1,F3,500,
source_A_L1,A15,dest_EY_A_P1,F3,500,
source_A_L1,A5,dest_EY_A_P1,F3,500,
source_A_L1,A19,dest_EY_A_P1,F3,500,
source_A_L1,B9,dest_EY_A_P1,F3,500,
source_A_L1,A11,dest_EY_A_P1,F3,500,
source_A_L1,B17,dest_EY_A_P1,F3,500,
source_A_L1,B23,dest_EY_A_P1,F3,500,
source_A_L1,C5,dest_EY_A_P1,F3,500,
source_A_L1,A1,dest_EY_A_P1,F4,500,
source_A_L1,B3,dest_EY_A_P1,F4,500,
source_A_L1,A17,dest_EY_A_P1,F4,500,
source_A_L1,A19,dest_EY_A_P1,F4,500,
source_A_L1,A9,dest_EY_A_P1,F4,500,
source_A_L1,B11,dest_EY_A_P1,F4,500,
source_A_L1,B17,dest_EY_A_P1,F4,500,
source_A_L1,B23,dest_EY_A_P1,F4,500,
source_A_L1,C5,dest_EY_A_P1,F4,500,
source_A_L1,A13,dest_EY_A_P1,F5,500,
source_A_L1,A15,dest_EY_A_P1,F5,500,
source_A_L1,A17,dest_EY_A_P1,F5,500,
source_A_L1,B7,dest_EY_A_P1,F5,500,
source_A_L1,B9,dest_EY_A_P1,F5,500,
source_A_L1,A23,dest_EY_A_P1,F5,500,
source_A_L1,B17,dest_EY_A_P1,F5,500,
source_A_L1,B23,dest_EY_A_P1,F5,500,
source_A_L1,C5,dest_EY_A_P1,F5,500,
source_A_L1,B1,dest_EY_A_P1,F6,500,
source_A_L1,B3,dest_EY_A_P1,F6,500,
source_A_L1,B5,dest_EY_A_P1,F6,500,
source_A_L1,A7,dest_EY_A_P1,F6,500,
source_A_L1,B9,dest_EY_A_P1,F6,500,
source_A_L1,B11,dest_EY_A_P1,F6,500,
source_A_L1,B17,dest_EY_A_P1,F6,500,
source_A_L1,B23,dest_EY_A_P1,F6,500,
source_A_L1,C5,dest_EY_A_P1,F6,500,
source_A_L1,B1,dest_EY_A_P1,F7,500,
source_A_L1,B3,dest_EY_A_P1,F7,500,
source_A_L1,A17,dest_EY_A_P1,F7,500,
source_A_L1,B7,dest_EY_A_P1,F7,500,
source_A_L1,A9,dest_EY_A_P1,F7,500,
source_A_L1,B11,dest_EY_A_P1,F7,500,
source_A_L1,B17,dest_EY_A_P1,F7,500,
source_A_L1,B23,dest_EY_A_P1,F7,500,
source_A_L1,C5,dest_EY_A_P1,F7,500,
source_A_L1,A13,dest_EY_A_P1,F8,500,
source_A_L1,A15,dest_EY_A_P1,F8,500,
source_A_L1,A17,dest_EY_A_P1,F8,500,
source_A_L1,A19,dest_EY_A_P1,F8,500,
source_A_L1,B9,dest_EY_A_P1,F8,500,
source_A_L1,B11,dest_EY_A_P1,F8,500,
source_A_L1,B17,dest_EY_A_P1,F8,500,
source_A_L1,B23,dest_EY_A_P1,F8,500,
source_A_L1,C5,dest_EY_A_P1,F8,500,
source_A_L1,A13,dest_EY_A_P1,F9,500,
source_A_L1,A15,dest_EY_A_P1,F9,500,
source_A_L1,A17,dest_EY_A_P1,F9,500,
source_A_L1,B7,dest_EY_A_P1,F9,500,
source_A_L1,A9,dest_EY_A_P1,F9,500,
source_A_L1,A23,dest_EY_A_P1,F9,500,
source_A_L1,B17,dest_EY_A_P1,F9,500,
source_A_L1,B23,dest_EY_A_P1,F9,500,
source_A_L1,C5,dest_EY_A_P1,F9,500,
source_A_L1,A13,dest_EY_A_P1,F10,500,
source_A_L1,B3,dest_EY_A_P1,F10,500,
source_A_L1,B5,dest_EY_A_P1,F10,500,
source_A_L1,B7,dest_EY_A_P1,F10,500,
source_A_L1,B9,dest_EY_A_P1,F10,500,
source_A_L1,B11,dest_EY_A_P1,F10,500,
source_A_L1,B17,dest_EY_A_P1,F10,500,
source_A_L1,B23,dest_EY_A_P1,F10,500,
source_A_L1,C5,dest_EY_A_P1,F10,500,
source_A_L1,B1,dest_EY_A_P1,F11,500,
source_A_L1,A15,dest_EY_A_P1,F11,500,
source_A_L1,B5,dest_EY_A_P1,F11,500,
source_A_L1,B7,dest_EY_A_P1,F11,500,
source_A_L1,A9,dest_EY_A_P1,F11,500,
source_A_L1,B11,dest_EY_A_P1,F11,500,
source_A_L1,B17,dest_EY_A_P1,F11,500,
source_A_L1,B23,dest_EY_A_P1,F11,500,
source_A_L1,C5,dest_EY_A_P1,F11,500,
source_A_L1,A1,dest_EY_A_P1,F12,500,
source_A_L1,A3,dest_EY_A_P1,F12,500,
source_A_L1,A5,dest_EY_A_P1,F12,500,
source_A_L1,A7,dest_EY_A_P1,F12,500,
source_A_L1,A21,dest_EY_A_P1,F12,500,
source_A_L1,B11,dest_EY_A_P1,F12,500,
source_A_L1,B17,dest_EY_A_P1,F12,500,
source_A_L1,B23,dest_EY_A_P1,F12,500,
source_A_L1,C5,dest_EY_A_P1,F12,500,
source_A_L1,B1,dest_EY_A_P1,G1,500,
source_A_L1,A15,dest_EY_A_P1,G1,500,
source_A_L1,B5,dest_EY_A_P1,G1,500,
source_A_L1,A19,dest_EY_A_P1,G1,500,
source_A_L1,A21,dest_EY_A_P1,G1,500,
source_A_L1,A23,dest_EY_A_P1,G1,500,
source_A_L1,B17,dest_EY_A_P1,G1,500,
source_A_L1,B23,dest_EY_A_P1,G1,500,
source_A_L1,C5,dest_EY_A_P1,G1,500,
source_A_L1,A13,dest_EY_A_P1,G2,500,
source_A_L1,A15,dest_EY_A_P1,G2,500,
source_A_L1,A17,dest_EY_A_P1,G2,500,
source_A_L1,B7,dest_EY_A_P1,G2,500,
source_A_L1,A21,dest_EY_A_P1,G2,500,
source_A_L1,B11,dest_EY_A_P1,G2,500,
source_A_L1,B17,dest_EY_A_P1,G2,500,
source_A_L1,B23,dest_EY_A_P1,G2,500,
source_A_L1,C5,dest_EY_A_P1,G2,500,
source_A_L1,A13,dest_EY_A_P1,G3,500,
source_A_L1,B3,dest_EY_A_P1,G3,500,
source_A_L1,B5,dest_EY_A_P1,G3,500,
source_A_L1,B7,dest_EY_A_P1,G3,500,
source_A_L1,A21,dest_EY_A_P1,G3,500,
source_A_L1,A11,dest_EY_A_P1,G3,500,
source_A_L1,B17,dest_EY_A_P1,G3,500,
source_A_L1,B23,dest_EY_A_P1,G3,500,
source_A_L1,C5,dest_EY_A_P1,G3,500,
source_A_L1,B1,dest_EY_A_P1,G4,500,
source_A_L1,B3,dest_EY_A_P1,G4,500,
source_A_L1,A5,dest_EY_A_P1,G4,500,
source_A_L1,B7,dest_EY_A_P1,G4,500,
source_A_L1,A21,dest_EY_A_P1,G4,500,
source_A_L1,A11,dest_EY_A_P1,G4,500,
source_A_L1,B17,dest_EY_A_P1,G4,500,
source_A_L1,B23,dest_EY_A_P1,G4,500,
source_A_L1,C5,dest_EY_A_P1,G4,500,
source_A_L1,A1,dest_EY_A_P1,G5,500,
source_A_L1,B3,dest_EY_A_P1,G5,500,
source_A_L1,A17,dest_EY_A_P1,G5,500,
source_A_L1,A19,dest_EY_A_P1,G5,500,
source_A_L1,B9,dest_EY_A_P1,G5,500,
source_A_L1,A23,dest_EY_A_P1,G5,500,
source_A_L1,B17,dest_EY_A_P1,G5,500,
source_A_L1,B23,dest_EY_A_P1,G5,500,
source_A_L1,C5,dest_EY_A_P1,G5,500,
source_A_L1,B1,dest_EY_A_P1,G6,500,
source_A_L1,B3,dest_EY_A_P1,G6,500,
source_A_L1,B5,dest_EY_A_P1,G6,500,
source_A_L1,A19,dest_EY_A_P1,G6,500,
source_A_L1,A9,dest_EY_A_P1,G6,500,
source_A_L1,B11,dest_EY_A_P1,G6,500,
source_A_L1,B17,dest_EY_A_P1,G6,500,
source_A_L1,B23,dest_EY_A_P1,G6,500,
source_A_L1,C5,dest_EY_A_P1,G6,500,
source_A_L1,A13,dest_EY_A_P1,G7,500,
source_A_L1,A15,dest_EY_A_P1,G7,500,
source_A_L1,B5,dest_EY_A_P1,G7,500,
source_A_L1,A19,dest_EY_A_P1,G7,500,
source_A_L1,A9,dest_EY_A_P1,G7,500,
source_A_L1,A23,dest_EY_A_P1,G7,500,
source_A_L1,B17,dest_EY_A_P1,G7,500,
source_A_L1,B23,dest_EY_A_P1,G7,500,
source_A_L1,C5,dest_EY_A_P1,G7,500,
source_A_L1,B1,dest_EY_A_P1,G8,500,
source_A_L1,A3,dest_EY_A_P1,G8,500,
source_A_L1,A17,dest_EY_A_P1,G8,500,
source_A_L1,B7,dest_EY_A_P1,G8,500,
source_A_L1,A21,dest_EY_A_P1,G8,500,
source_A_L1,A11,dest_EY_A_P1,G8,500,
source_A_L1,B17,dest_EY_A_P1,G8,500,
source_A_L1,B23,dest_EY_A_P1,G8,500,
source_A_L1,C5,dest_EY_A_P1,G8,500,
source_A_L1,A1,dest_EY_A_P1,G9,500,
source_A_L1,B3,dest_EY_A_P1,G9,500,
source_A_L1,B5,dest_EY_A_P1,G9,500,
source_A_L1,A19,dest_EY_A_P1,G9,500,
source_A_L1,A21,dest_EY_A_P1,G9,500,
source_A_L1,A11,dest_EY_A_P1,G9,500,
source_A_L1,B17,dest_EY_A_P1,G9,500,
source_A_L1,B23,dest_EY_A_P1,G9,500,
source_A_L1,C5,dest_EY_A_P1,G9,500,
source_A_L1,B1,dest_EY_A_P1,G10,500,
source_A_L1,A3,dest_EY_A_P1,G10,500,
source_A_L1,A5,dest_EY_A_P1,G10,500,
source_A_L1,B7,dest_EY_A_P1,G10,500,
source_A_L1,B9,dest_EY_A_P1,G10,500,
source_A_L1,A11,dest_EY_A_P1,G10,500,
source_A_L1,B17,dest_EY_A_P1,G10,500,
source_A_L1,B23,dest_EY_A_P1,G10,500,
source_A_L1,C5,dest_EY_A_P1,G10,500,
source_A_L1,A13,dest_EY_A_P1,G11,500,
source_A_L1,A15,dest_EY_A_P1,G11,500,
source_A_L1,A17,dest_EY_A_P1,G11,500,
source_A_L1,A19,dest_EY_A_P1,G11,500,
source_A_L1,A9,dest_EY_A_P1,G11,500,
source_A_L1,A23,dest_EY_A_P1,G11,500,
source_A_L1,B17,dest_EY_A_P1,G11,500,
source_A_L1,B23,dest_EY_A_P1,G11,500,
source_A_L1,C5,dest_EY_A_P1,G11,500,
source_A_L1,A1,dest_EY_A_P1,G12,500,
source_A_L1,A15,dest_EY_A_P1,G12,500,
source_A_L1,A5,dest_EY_A_P1,G12,500,
source_A_L1,B7,dest_EY_A_P1,G12,500,
source_A_L1,A9,dest_EY_A_P1,G12,500,
source_A_L1,B11,dest_EY_A_P1,G12,500,
source_A_L1,B17,dest_EY_A_P1,G12,500,
source_A_L1,B23,dest_EY_A_P1,G12,500,
source_A_L1,C5,dest_EY_A_P1,G12,500,
source_A_L1,A1,dest_EY_A_P1,H1,500,
source_A_L1,A3,dest_EY_A_P1,H1,500,
source_A_L1,A5,dest_EY_A_P1,H1,500,
source_A_L1,A7,dest_EY_A_P1,H1,500,
source_A_L1,A21,dest_EY_A_P1,H1,500,
source_A_L1,A11,dest_EY_A_P1,H1,500,
source_A_L1,B17,dest_EY_A_P1,H1,500,
source_A_L1,B23,dest_EY_A_P1,H1,500,
source_A_L1,C5,dest_EY_A_P1,H1,500,
source_A_L1,A13,dest_EY_A_P1,H2,500,
source_A_L1,A15,dest_EY_A_P1,H2,500,
source_A_L1,A5,dest_EY_A_P1,H2,500,
source_A_L1,A19,dest_EY_A_P1,H2,500,
source_A_L1,A9,dest_EY_A_P1,H2,500,
source_A_L1,A23,dest_EY_A_P1,H2,500,
source_A_L1,B17,dest_EY_A_P1,H2,500,
source_A_L1,B23,dest_EY_A_P1,H2,500,
source_A_L1,C5,dest_EY_A_P1,H2,500,
source_A_L1,B1,dest_EY_A_P1,H3,500,
source_A_L1,A3,dest_EY_A_P1,H3,500,
source_A_L1,A5,dest_EY_A_P1,H3,500,
source_A_L1,A7,dest_EY_A_P1,H3,500,
source_A_L1,A21,dest_EY_A_P1,H3,500,
source_A_L1,A11,dest_EY_A_P1,H3,500,
source_A_L1,B17,dest_EY_A_P1,H3,500,
source_A_L1,B23,dest_EY_A_P1,H3,500,
source_A_L1,C5,dest_EY_A_P1,H3,500,
source_A_L1,A1,dest_EY_A_P1,H4,500,
source_A_L1,B3,dest_EY_A_P1,H4,500,
source_A_L1,B5,dest_EY_A_P1,H4,500,
source_A_L1,A19,dest_EY_A_P1,H4,500,
source_A_L1,B9,dest_EY_A_P1,H4,500,
source_A_L1,B11,dest_EY_A_P1,H4,500,
source_A_L1,B17,dest_EY_A_P1,H4,500,
source_A_L1,B23,dest_EY_A_P1,H4,500,
source_A_L1,C5,dest_EY_A_P1,H4,500,
source_A_L1,A13,dest_EY_A_P1,H5,500,
source_A_L1,A15,dest_EY_A_P1,H5,500,
source_A_L1,B5,dest_EY_A_P1,H5,500,
source_A_L1,B7,dest_EY_A_P1,H5,500,
source_A_L1,A9,dest_EY_A_P1,H5,500,
source_A_L1,A23,dest_EY_A_P1,H5,500,
source_A_L1,B17,dest_EY_A_P1,H5,500,
source_A_L1,B23,dest_EY_A_P1,H5,500,
source_A_L1,C5,dest_EY_A_P1,H5,500,
source_A_L1,A1,dest_EY_A_P1,H6,500,
source_A_L1,A15,dest_EY_A_P1,H6,500,
source_A_L1,B5,dest_EY_A_P1,H6,500,
source_A_L1,A19,dest_EY_A_P1,H6,500,
source_A_L1,A9,dest_EY_A_P1,H6,500,
source_A_L1,B11,dest_EY_A_P1,H6,500,
source_A_L1,B17,dest_EY_A_P1,H6,500,
source_A_L1,B23,dest_EY_A_P1,H6,500,
source_A_L1,C5,dest_EY_A_P1,H6,500,
source_A_L1,A13,dest_EY_A_P1,H7,500,
source_A_L1,A3,dest_EY_A_P1,H7,500,
source_A_L1,A5,dest_EY_A_P1,H7,500,
source_A_L1,A19,dest_EY_A_P1,H7,500,
source_A_L1,A9,dest_EY_A_P1,H7,500,
source_A_L1,B11,dest_EY_A_P1,H7,500,
source_A_L1,B17,dest_EY_A_P1,H7,500,
source_A_L1,B23,dest_EY_A_P1,H7,500,
source_A_L1,C5,dest_EY_A_P1,H7,500,
source_A_L1,A13,dest_EY_A_P1,H8,500,
source_A_L1,A3,dest_EY_A_P1,H8,500,
source_A_L1,A17,dest_EY_A_P1,H8,500,
source_A_L1,A19,dest_EY_A_P1,H8,500,
source_A_L1,A9,dest_EY_A_P1,H8,500,
source_A_L1,A23,dest_EY_A_P1,H8,500,
source_A_L1,B17,dest_EY_A_P1,H8,500,
source_A_L1,B23,dest_EY_A_P1,H8,500,
source_A_L1,C5,dest_EY_A_P1,H8,500,
source_A_L1,A1,dest_EY_A_P1,H9,500,
source_A_L1,B3,dest_EY_A_P1,H9,500,
source_A_L1,B5,dest_EY_A_P1,H9,500,
source_A_L1,B7,dest_EY_A_P1,H9,500,
source_A_L1,A9,dest_EY_A_P1,H9,500,
source_A_L1,B11,dest_EY_A_P1,H9,500,
source_A_L1,B17,dest_EY_A_P1,H9,500,
source_A_L1,B23,dest_EY_A_P1,H9,500,
source_A_L1,C5,dest_EY_A_P1,H9,500,
source_A_L1,B1,dest_EY_A_P1,H10,500,
source_A_L1,A3,dest_EY_A_P1,H10,500,
source_A_L1,B5,dest_EY_A_P1,H10,500,
source_A_L1,B7,dest_EY_A_P1,H10,500,
source_A_L1,B9,dest_EY_A_P1,H10,500,
source_A_L1,B11,dest_EY_A_P1,H10,500,
source_A_L1,B17,dest_EY_A_P1,H10,500,
source_A_L1,B23,dest_EY_A_P1,H10,500,
source_A_L1,C5,dest_EY_A_P1,H10,500,
source_A_L1,A1,dest_EY_A_P1,H11,500,
source_A_L1,B3,dest_EY_A_P1,H11,500,
source_A_L1,A5,dest_EY_A_P1,H11,500,
source_A_L1,B7,dest_EY_A_P1,H11,500,
source_A_L1,A21,dest_EY_A_P1,H11,500,
source_A_L1,A23,dest_EY_A_P1,H11,500,
source_A_L1,B17,dest_EY_A_P1,H11,500,
source_A_L1,B23,dest_EY_A_P1,H11,500,
source_A_L1,C5,dest_EY_A_P1,H11,500,
source_A_L1,B1,dest_EY_A_P1,H12,500,
source_A_L1,B3,dest_EY_A_P1,H12,500,
source_A_L1,B5,dest_EY_A_P1,H12,500,
source_A_L1,A7,dest_EY_A_P1,H12,500,
source_A_L1,A21,dest_EY_A_P1,H12,500,
source_A_L1,A11,dest_EY_A_P1,H12,500,
source_A_L1,B17,dest_EY_A_P1,H12,500,
source_A_L1,B23,dest_EY_A_P1,H12,500,
source_A_L1,C5,dest_EY_A_P1,H12,500,
